Unnamed: 0,Transaction_Id,Transaction Date,Customer_Id,Quantity,Price,Payment Method,Transaction Status,Products
49933,T49934,2025-02-30,C535,606,479,Credit Card,Completed,Tablet
49934,T49935,2023-13-01,C3069,1,-368.72,Cash,Failed,Coffee Machine
49936,T49937,24-Apr-21,C4054,-8,734.37,PayPal,Completed,Laptop
49937,T49938,2025-02-30,C3761,10,606.52,PayPal ,Failed,Laptop
49940,T49941,2025-02-30,C3942,2,-680.62,PayPal,Failed,Laptop
49944,T49945,24-Apr-22,C1830,-4,565.96,PayPal ,Completed,Laptop
49946,T49947,2023-13-01,C3917,-3,453.47,PayPal ,Completed,Smartphone
49948,T49949,2025-02-30,C554,9,326.61,Credit Card,Completed,Smartphone
49952,T49953,2023-13-01,C2689,686,-129.03,Credit Card,Completed,Tablet
49954,T49955,2025-02-30,C1561,4,-518.68,PayPal ,Failed,Tablet
49955,T49956,2025-02-30,C3459,123,491.22,Credit Card,Failed,Tablet
49958,T49959,2023-13-01,C498,9,526.68,Credit Card,Pending,Smartphone
49961,T49962,26-Oct-23,C4309,761,317.78,Cash,Pending,Laptop
49962,T49963,2023-13-01,C3541,835,57.58,Credit Card,Completed,Laptop
49964,T49965,2025-02-30,C3990,-9,-659.59,Cash,Pending,Tablet
49965,T49966,30-Dec-24,C4046,349,557.17,Credit Card,Completed,Coffee Machi
49966,T49967,2025-02-30,C4341,4,-583.49,Credit Card,Pending,Smartphone
49967,T49968,2025-02-30,C3976,565,243.29,PayPal,Completed,H
49971,T49972,8-Jan-22,C2899,939,-951.28,PayPal,Completed,Smartphone
49975,T49976,2023-13-01,C3134,2,-656.26,Credit Card,Completed,Headphones
49976,T49977,2025-02-30,C2113,-7,399.39,Cash,Completed,Smartphone
49977,T49978,2023-13-01,C1542,-1,-780.56,PayPal,Completed,Tablet
49982,T49983,2025-02-30,C081,6,843.1,PayPal ,Completed,Coffee Machine
49986,T49987,2025-02-30,C4178,159,68.19,Credit Card,Completed,Laptop
49987,T49988,2025-02-30,C3811,434,705.34,PayPal,Failed,Coffee Machine
49989,T49990,2023-13-01,C3053,9,-511.59,PayPal,Completed,Coffee Machine
49996,T49997,29-Jun-24,C2342,991,-79.96,PayPal,Completed,Smartphone
49997,T49998,31-May-23,C1727,278,-716.59,Credit Card,Failed,Smartphone
49999,T50000,2025-02-30,C3383,9,124.23,Credit Card,Pending,Headphones
50006,T49207,2025-02-30,C3834,-7,-713.21,Credit Card,Completed,Headphones
50009,T50010,2025-02-30,C384,235,-419.48,Credit Card,Completed,Laptop
50010,T50011,2025-02-30,C4614,191,346.55,PayPal ,Completed,Smartphone
50011,T50012,14-May-22,C3564,8,-575.7,PayPal ,Completed,Laptop
50013,T50014,2025-02-30,C799,777,-194.51,PayPal,Completed,T
50014,T50015,10-Dec-22,C615,5,-721.56,Credit Card,Completed,Coffee Machine
50020,T50021,2023-13-01,C140,839,908.09,PayPal,Completed,Coffee Machine
50023,T50024,2023-13-01,C416,-3,246.92,Credit Card,Pending,Tablet
50025,T50026,15-Jun-23,C053,4,-173.16,Cash,Completed,Tablet
50026,T50027,2025-02-30,C4083,-2,143.46,Credit Card,Completed,Smartphone
50027,T50028,2025-02-30,C1757,10,885.49,Credit Card,Completed,Smartphone
50030,T50031,2025-02-30,C3250,7,279.06,Cash,Completed,Smartphone
50032,T50033,2023-13-01,C2101,-3,-627.35,Credit Card,Failed,Tablet
50037,T50038,2025-02-30,C2402,-6,-445.88,Credit Card,Pending,Smartphone
50038,T50039,2025-02-30,C614,6,-621.19,PayPal,Failed,Laptop
50040,T50041,2023-13-01,C3015,9,-252.18,PayPal,Completed,Headshot
50041,T50042,2025-02-30,C689,465,646.52,Credit Card,Completed,Laptop
50042,T50043,2025-02-30,C2083,-6,-599.97,Cash,Completed,Smartphone
50047,T50048,2025-02-30,C4282,-4,-370.05,PayPal,Pending,Headphones
50049,T50050,25-Sep-22,C4604,-5,174.11,Credit Card,Failed,Tablet
50051,T50052,2025-02-30,C2706,-8,-822.08,Credit Card,Failed,Smartphone
50053,T50054,2025-02-30,C4260,2,-139.06,Credit Card,Completed,Smartphone
50055,T50056,31-Oct-21,C2147,833,-382.73,Credit Card,Completed,Headphones
50057,T50058,2025-02-30,C817,7,-638.06,Cash,Completed,Laptop
50058,T50059,2025-02-30,C769,-4,458.11,Credit Card,Failed,Smartphone
50059,T50060,2023-13-01,C2337,6,705.88,Credit Card,Failed,Head
50061,T50062,22-Aug-24,C1637,-8,520.3,Credit Card,Pending,Headphones
50064,T50065,2025-02-30,C2144,-3,-938.13,Cash,Completed,Headphones
50065,T50066,2023-13-01,C1634,-10,-603.31,PayPal ,Pending,Smartphone
50068,T50069,2023-13-01,C1182,446,271.78,PayPal,Pending,Smartphone
50069,T50070,18-Aug-22,C1843,3,-118.73,Credit Card,Completed,Coffee Machine
50072,T50073,31-May-20,C1551,6,267.87,Credit Card,Completed,Tablet
50073,T50074,2025-02-30,C2345,10,248.08,Cash,Completed,Coffee Machine
50077,T50078,2023-13-01,C4284,776,-737.68,PayPal,Pending,Smartphone
50079,T50080,2023-13-01,C2393,7,264.78,PayPal ,Completed,Tablet
50081,T50082,1-Mar-24,C1779,-7,50.94,PayPal,Failed,Laptop
50083,T50084,2023-13-01,C2891,9,205.35,Credit Card,Completed,Smartphone
50084,T50085,2023-13-01,C1319,-5,-466.56,Credit Card,Completed,Tablet
50087,T50088,21-Mar-23,C3538,-9,-470.95,Credit Card,Failed,Tablet
50089,T50090,2023-13-01,C858,8,-361.72,PayPal,Completed,Headphones
50090,T50091,29-Jul-22,C2881,-5,435.72,PayPal,Completed,Smartphone
50092,T50093,25-Dec-24,C1793,-10,-679.7,PayPal,Completed,Tablet
50094,T50095,2025-02-30,C3238,-9,-159.06,Credit Card,Completed,Tablet
50097,T50098,2025-02-30,C4041,7,736.05,Credit Card,Completed,Smartphone
50105,T50106,3-Nov-21,C4809,4,-466.37,Cash,Completed,Laptop
50106,T50107,2025-02-30,C787,10,-361.5,Credit Card,Completed,Coffee Machine
50111,T50112,2025-02-30,C040,1,373.53,PayPal ,Completed,Headphones
50112,T50113,2023-13-01,C1462,-9,-291.81,Cash,Completed,Tablet
50113,T50114,11-Jul-21,C2158,10,-601.7,Cash,Completed,Smartphone
50114,T50115,11-Jun-22,C2733,9,189.94,PayPal ,Pending,Headphones
50116,T50117,2023-13-01,C2100,-9,-77.27,Cash,Pending,Headphones
50120,T50121,2023-13-01,C947,569,-802.48,Credit Card,Completed,Coffee Machine
50121,T50122,21-Sep-23,C2150,-1,338.89,Credit Card,Failed,Tablet
50122,T50123,22-Dec-24,C4881,662,-109.57,Cash,Completed,Coffee Machine
50126,T50127,2025-02-30,C1609,-10,-521.7,Credit Card,Completed,Tablet
50127,T50128,2023-13-01,C1499,-2,963.83,PayPal,Failed,Tablet
50129,T50130,2025-02-30,C253,3,-345.19,PayPal ,Pending,Laptop
50131,T50132,18-May-22,C4453,-3,956.2,Credit Card,Failed,Smartphone
50133,T50134,2023-13-01,C2541,708,929.17,Credit Card,Pending,Laptop
50134,T50135,2025-02-30,C3393,6,591.62,Credit Card,Completed,Lap
50137,T50138,2023-13-01,C4439,-4,-305.97,PayPal,Failed,Coffee Machine
50146,T50147,1-Jun-23,C2935,387,-284.42,PayPal ,Completed,Headphones
50149,T50150,2023-13-01,C2177,809,739.18,PayPal,Failed,Smartphone
50150,T50151,2023-13-01,C4502,488,479.02,PayPal,Completed,Headphones
50151,T50152,2023-13-01,C2771,9,228.4,Credit Card,Completed,Smartphone
50152,T50153,28-Jul-24,C835,1,-223.64,PayPal,Failed,Laptop
50153,T50154,2025-02-30,C200,5,714.67,Credit Card,Pending,Laptop
50154,T50155,2023-13-01,C1316,-2,-778.13,Cash,Completed,Smartphone
50156,T50157,4-Apr-24,C3120,7,151.8,Cash,Completed,Smartphone
50157,T50158,8-Jun-21,C4881,-4,763.06,PayPal,Failed,Laptop
50159,T50160,2025-02-30,C4410,-2,-434.08,Credit Card,Completed,Tablet
50160,T50161,10-Oct-22,C4914,-3,123.06,Credit Card,Completed,Coffee Machi
50161,T50162,2023-13-01,C3660,9,553.71,Credit Card,Completed,T
50166,T50167,2025-02-30,C1652,5,767.57,Credit Card,Pending,Laptop
50168,T50169,27-May-20,C4398,-9,929.97,PayPal,Completed,Tablet
50169,T50170,2025-02-30,C697,4,292.7,Credit Card,Completed,Tablet
50172,T50173,2023-13-01,C1194,7,-220.85,PayPal,Completed,Laptop
50176,T50177,2023-13-01,C4097,-9,-179.24,PayPal,Completed,L
50180,T50181,2025-02-30,C3069,399,-978.17,Cash,Completed,Laptop
50187,T50188,2023-13-01,C1592,360,800.46,PayPal,Completed,Tablet
50192,T50193,2023-13-01,C1274,-1,694.44,Credit Card,Failed,Laptop
50193,T50194,10-May-21,C431,395,-743.36,PayPal,Completed,Coffee Ma
50194,T50195,2023-13-01,C264,-9,-449.84,PayPal ,Completed,Laptop
50197,T50198,31-Mar-24,C646,-8,639.2,PayPal,Failed,Coffee Machine
50199,T50200,14-Jun-23,C2968,-1,243.11,PayPal ,Completed,Headphones
50201,T50202,5-Oct-21,C2856,-2,211.76,Credit Card,Pending,Tablet
50206,T50207,2023-13-01,C1497,204,880.18,Credit Card,Completed,Tablet
50207,T50208,2025-02-30,C3691,963,792.78,PayPal,Failed,Laptop
50209,T50210,2023-13-01,C4382,3,839.53,Credit Card,Completed,Headphones
50210,T50211,17-Dec-24,C248,-6,990.79,Credit Card,Completed,Smartphone
50211,T50212,2025-02-30,C2299,6,993.27,Credit Card,Completed,Laptop
50216,T50217,2025-02-30,C2274,884,501.34,PayPal,Pending,Tablet
50218,T50219,2025-02-30,C4075,147,-221.77,PayPal,Pending,Headphones
50220,T50221,22-Mar-20,C721,-1,-780.88,Credit Card,Failed,Tablet
50223,T50224,2023-13-01,C4047,-9,-455.13,Credit Card,Completed,Laptop
50224,T50225,2023-13-01,C3776,1,-441.61,PayPal,Completed,Laptop
50226,T50227,6-Jan-24,C491,391,59.14,Cash,Completed,Tablet
50227,T50228,23-Feb-22,C2625,-3,172.77,Credit Card,Failed,Coffee Machine
50229,T50230,2025-02-30,C190,10,605.45,Credit Card,Completed,Tablet
50234,T50235,13-Oct-23,C282,922,320.81,Credit Card,Pending,Tablet
50236,T50237,17-May-22,C1128,269,-781.84,Credit Card,Completed,Laptop
50237,T50238,2023-13-01,C1843,-6,931.49,Credit Card,Failed,La
50238,T50239,3-May-22,C4014,239,810.15,PayPal,Completed,Coffee Machine
50239,T50240,11-Apr-21,C253,-5,-678.25,PayPal ,Pending,Smartphone
50240,T50241,2025-02-30,C4809,-8,-427.86,Credit Card,Failed,Coffee Machine
50241,T50242,2023-13-01,C1520,-2,373.43,PayPal ,Completed,Coffee Machine
50242,T50243,2023-13-01,C4915,8,-339.27,PayPal,Completed,Coffee Machine
50243,T50244,2023-13-01,C2834,1,-576.32,Cash,Completed,Headphones
50247,T50248,2025-02-30,C4299,7,612.05,Credit Card,Pending,Laptop
50249,T50250,2025-02-30,C3177,158,-646.74,Credit Card,Completed,Tablet
50250,T50251,16-Aug-22,C4963,8,-818.93,Credit Card,Completed,S
50251,T50252,5-Apr-24,C1720,195,271.91,PayPal,Pending,Headphones
50257,T50258,2025-02-30,C3185,104,342.9,PayPal,Pending,Laptop
50262,T50263,2025-02-30,C3861,724,350.53,PayPal ,Completed,Smartphone
50264,T50265,2023-13-01,C2959,151,-963.71,PayPal ,Completed,Smartphone
50266,T50267,2025-02-30,C4613,7,-824.01,Credit Card,Pending,Coffee Machine
50268,T50269,2025-02-30,C3135,547,-598.87,PayPal ,Completed,Smartphone
50269,T50270,2023-13-01,C3427,-2,-698.13,PayPal,Completed,Headphones
50270,T50271,2023-13-01,C2018,-10,-472.31,Cash,Completed,Laptop
50271,T50272,2025-02-30,C1064,661,-270.55,PayPal,Completed,Laptop
50273,T50274,2025-02-30,C3053,-2,762.47,PayPal ,Completed,Coffee Machine
50276,T50277,2025-02-30,C2020,-4,-149.66,Credit Card,Pending,Smartphone
50279,T50280,2023-13-01,C431,-4,-590.06,Credit Card,Pending,Tablet
50282,T50283,23-Jan-24,C243,294,-702.16,PayPal,Completed,Coffee Machine
50283,T50284,2025-02-30,C4952,10,638.53,Credit Card,Completed,Coffee Machine
50287,T50288,2025-02-30,C670,3,486.28,PayPal,Failed,Laptop
50288,T50289,2025-02-30,C2547,932,-677.19,Credit Card,Failed,Headphones
50292,T50293,12-Jun-21,C3726,-9,-699.42,Credit Card,Pending,Headphones
50293,T50294,2023-13-01,C4161,-6,-954.77,PayPal,Pending,Tablet
50294,T50295,2025-02-30,C2397,-4,-300.42,Credit Card,Failed,Coffee M
50295,T50296,20-Jun-22,C782,546,345.04,Credit Card,Completed,Coffee Machine
50298,T50299,14-Nov-20,C3861,2,303.36,Credit Card,Completed,Coffee Machine
50300,T50301,26-Jan-24,C2329,7,381.96,PayPal,Completed,Tablet
50301,T50302,15-Aug-21,C989,-9,-554.88,Credit Card,Completed,Headphones
50302,T50303,1-Mar-21,C2397,8,-884.84,PayPal,Completed,Headphones
50306,T50307,2023-13-01,C3298,9,-694.56,Credit Card,Completed,S
50312,T50313,2025-02-30,C2289,548,81.11,Cash,Completed,Laptop
50314,T50315,2023-13-01,C2411,651,-632.35,Credit Card,Completed,Smartphone
50315,T50316,2023-13-01,C2928,4,309.75,PayPal,Completed,Tablet
50317,T50318,2023-13-01,C015,-3,972.74,Credit Card,Completed,Laptop
50319,T50320,2023-13-01,C1853,2,938.01,PayPal,Failed,Coffee Machine
50323,T50324,5-Feb-21,C1759,553,393.66,Credit Card,Failed,Smartphone
50324,T50325,2023-13-01,C2902,-4,351.17,Credit Card,Completed,Smartphone
50326,T50327,3-Feb-23,C2442,3,-341.33,PayPal ,Pending,Tablet
50328,T50329,3-Nov-24,C4690,3,864.14,Credit Card,Completed,Headphones
50329,T50330,2025-02-30,C3486,899,-148.57,PayPal ,Failed,Smartphone
50330,T50331,1-Nov-22,C192,9,-219.75,Cash,Failed,Smartphone
50331,T50332,2025-02-30,C699,4,391.2,Cash,Completed,Coffee Machine
50332,T50333,2023-13-01,C4921,7,301.16,Credit Card,Completed,Tablet
50334,T50335,2025-02-30,C1997,445,-200.07,PayPal ,Completed,S
50335,T50336,11-Feb-20,C1506,197,-372.13,PayPal,Completed,Coffee Machine
50339,T50340,2023-13-01,C285,-6,209.21,Credit Card,Failed,Laptop
50340,T50341,23-Mar-21,C2375,222,-243.85,PayPal,Completed,Tablet
50342,T50343,2025-02-30,C1054,726,753.1,PayPal,Failed,Headphones
50343,T50344,21-Nov-20,C891,-4,-951.29,PayPal,Completed,Coffee Machine
50344,T50345,3-Jul-20,C4104,344,-760.21,PayPal,Completed,Laptop
50347,T50348,19-May-21,C726,525,926.86,PayPal,Completed,Coffee Machine
50350,T50351,2025-02-30,C3048,607,661.77,Credit Card,Completed,Smartphone
50351,T50352,2023-13-01,C4293,221,-415.71,Credit Card,Completed,Headphones
50353,T50354,2025-02-30,C4846,135,387.63,Cash,Pending,Coffee Machine
50354,T50355,2023-13-01,C4803,6,879.26,PayPal,Failed,Coffee Machine
50355,T50356,6-Feb-24,C1329,894,230.91,Credit Card,Completed,Coffee Machine
50358,T50359,2023-13-01,C1371,5,-758.16,Cash,Completed,Headphones
50360,T50361,2025-02-30,C273,778,-853.12,Cash,Completed,Laptop
50364,T50365,2023-13-01,C1212,-9,-787.12,Credit Card,Completed,T
50365,T50366,9-Jan-22,C3577,517,-894.55,PayPal ,Pending,Laptop
50366,T50367,3-Oct-20,C3502,-9,669.88,Credit Card,Completed,Coffee Machine
50367,T50368,2025-02-30,C2569,9,731.61,Cash,Completed,Headphones
50370,T50371,20-Nov-24,C2950,830,-552.07,Cash,Pending,Smartphone
50372,T50373,2025-02-30,C891,10,-737.2,Credit Card,Pending,Coffee Machine
50374,T50375,2025-02-30,C3200,816,-556.84,PayPal,Failed,Smartphone
50376,T50377,2023-13-01,C2952,-4,-449.86,Credit Card,Completed,Laptop
50377,T50378,2025-02-30,C519,6,-976.76,Cash,Failed,Laptop
50378,T50379,28-Jun-22,C4581,-3,375.29,Cash,Completed,Coffee Machine
50379,T50380,2023-13-01,C3882,5,974.87,PayPal,Completed,Coffee Machine
50380,T50381,2025-02-30,C191,-3,562.32,Credit Card,Completed,Coffee Machine
50381,T50382,2023-13-01,C030,-1,-100.55,Credit Card,Completed,Coffee Machine
50384,T50385,2025-02-30,C1105,-4,766.38,Credit Card,Pending,Tablet
50385,T50386,2025-02-30,C1027,-6,-746.88,Credit Card,Pending,Laptop
50386,T50387,2023-13-01,C1266,-1,347.6,Credit Card,Pending,Coffee Machine
50388,T50389,2025-02-30,C109,234,706.69,Credit Card,Pending,Headphones
50392,T50393,2023-13-01,C2092,-6,-147.43,Credit Card,Pending,Table
50393,T50394,2023-13-01,C1323,-8,707.55,Credit Card,Failed,Coffee Machine
50397,T50398,3-Aug-24,C3338,10,-178.64,Credit Card,Pending,Head
50399,T50400,17-Oct-24,C2343,5,-383,PayPal ,Completed,Tablet
50401,T50402,31-Jan-21,C1181,3,285.89,Cash,Completed,Tablet
50403,T50404,2023-13-01,C718,-9,628.1,Credit Card,Completed,Smartphone
50405,T50406,11-Sep-21,C1496,177,-823.13,PayPal ,Pending,Laptop
50406,T50407,28-Feb-21,C4816,615,-389.2,PayPal ,Completed,Headphones
50407,T50408,2023-13-01,C1263,1,107.51,PayPal,Completed,Laptop
50412,T50413,2025-02-30,C4549,-10,651.43,PayPal,Completed,Headphones
50416,T50417,2023-13-01,C1468,8,-118.49,PayPal,Pending,Smartphone
50417,T50418,2025-02-30,C3067,150,-487.36,PayPal ,Completed,Head
50420,T50421,2025-02-30,C1064,726,195.43,Credit Card,Failed,Coffee Machine
50421,T50422,3-Jun-22,C1154,742,-303.65,PayPal,Completed,Tablet
50423,T50424,2025-02-30,C3466,499,-927.37,Credit Card,Completed,Laptop
50427,T50428,2025-02-30,C2483,190,-237.34,PayPal ,Completed,Coffee Machine
50428,T50429,9-Feb-23,C408,-3,644.73,PayPal ,Pending,Laptop
50429,T68936,2023-13-01,C3648,216,688.56,PayPal,Completed,Smartphone
50432,T50433,20-Oct-22,C4719,-4,536.79,Credit Card,Completed,Smartphone
50434,T50435,2025-02-30,C2899,-5,-397.17,PayPal,Completed,Headphones
50435,T50436,2023-13-01,C1566,-9,-818.66,PayPal,Pending,Ta
50436,T50437,2025-02-30,C4706,-4,-73.47,Cash,Completed,Laptop
50437,T50438,2025-02-30,C1443,1,-96.64,Credit Card,Completed,Headshot
50439,T50440,2023-13-01,C2116,924,386.62,PayPal ,Completed,Laptop
50441,T50442,2025-02-30,C729,-2,-442.33,PayPal,Completed,Headphones
50442,T50443,2023-13-01,C3655,5,230.44,PayPal,Completed,Laptop
50443,T50444,2023-13-01,C3278,106,122.46,Cash,Completed,Headphones
50444,T50445,2023-13-01,C3858,8,-444.19,Credit Card,Completed,Laptop
50447,T50448,2023-13-01,C859,-2,506.54,PayPal,Pending,Smartphone
50448,T50449,2023-13-01,C1259,4,627.83,Cash,Pending,Headphones
50450,T50451,12-Jan-24,C2575,2,-205.35,PayPal ,Failed,Laptop
50451,T50452,2023-13-01,C4789,-7,-759.47,Credit Card,Completed,Headphones
50452,T50453,14-Mar-21,C4965,326,-574.6,Cash,Completed,Laptop
50454,T50455,2025-02-30,C1115,-1,-550.03,Credit Card,Pending,Headphones
50455,T50456,2023-13-01,C296,648,-137.22,Credit Card,Completed,Headphones
50459,T50460,2023-13-01,C055,2,-195.9,Credit Card,Failed,Smartphone
50460,T50461,2025-02-30,C2083,319,525.71,Credit Card,Completed,Smartphone
50461,T50462,2025-02-30,C1677,1,-674.78,PayPal ,Pending,Table
50463,T50464,4-Sep-23,C2276,564,429.28,PayPal ,Completed,Laptop
50464,T50465,2023-13-01,C1309,8,-50.76,PayPal ,Failed,Tablet
50466,T50467,2025-02-30,C1555,249,58.38,PayPal ,Completed,Coffee Machine
50468,T50469,2025-02-30,C3861,9,-643.32,PayPal,Pending,Tablet
50471,T50472,2023-13-01,C522,994,-662.88,PayPal,Completed,Headphones
50474,T50475,2023-13-01,C4240,-2,634.02,PayPal,Failed,Headphones
50477,T50478,2023-13-01,C4736,-9,286.73,PayPal,Completed,Smartphone
50479,T50480,20-Feb-23,C496,6,-672.86,PayPal,Failed,Laptop
50483,T50484,2023-13-01,C3594,471,80.47,PayPal,Completed,Smartphone
50485,T50486,2025-02-30,C2103,9,730.72,Credit Card,Completed,Laptop
50486,T50487,2025-02-30,C3549,9,443.91,Credit Card,Completed,Laptop
50490,T50491,2023-13-01,C034,-6,-688.9,Credit Card,Failed,La
50492,T50493,2023-13-01,C592,-4,102.88,Credit Card,Completed,Smartphone
50493,T50494,2025-02-30,C1514,439,-236.71,Credit Card,Pending,Headphones
50497,T50498,2025-02-30,C1982,-2,926.11,Credit Card,Completed,Laptop
50498,T50499,2025-02-30,C3873,5,351.33,Credit Card,Completed,Smartphone
50499,T50500,6-Nov-21,C4826,-6,243.2,PayPal,Pending,Tablet
50503,T50504,2023-13-01,C507,4,-836.58,Credit Card,Pending,Tablet
50506,T50507,2025-02-30,C544,2,-202.03,PayPal,Completed,Laptop
50508,T50509,2023-13-01,C2396,-5,-481.11,Credit Card,Completed,Coffee Machine
50509,T50510,6-Nov-21,C643,702,877.79,PayPal,Pending,Tablet
50511,T50512,23-Jul-23,C2840,-9,668.24,PayPal,Completed,Smartphone
50512,T50513,28-Mar-22,C1667,-4,995.56,Credit Card,Completed,Laptop
50515,T50516,8-Dec-23,C1101,6,590.94,PayPal,Pending,Laptop
50516,T50517,2023-13-01,C3235,-1,952.35,PayPal ,Failed,Tablet
50517,T50518,2025-02-30,C2377,-3,-298.23,Cash,Completed,Headphones
50520,T50521,2023-13-01,C3805,7,-918.16,Credit Card,Pending,Tablet
50521,T50522,2025-02-30,C1674,-6,-576.49,PayPal,Completed,Tablet
50523,T50524,24-Jun-23,C1869,3,358.92,PayPal,Completed,Laptop
50525,T50526,19-Dec-24,C4841,118,-194.17,Credit Card,Pending,Headshot
50527,T50528,2025-02-30,C2119,-8,-253.22,Cash,Completed,Coffee Machine
50531,T50532,2023-13-01,C842,349,-521.23,Cash,Completed,Coffee Machine
50532,T50533,2025-02-30,C3780,685,-852.43,Credit Card,Pending,Headphones
50533,T50534,2025-02-30,C4497,1,-781.6,Credit Card,Completed,Tablet
50534,T50535,22-Apr-20,C4204,-2,-605.66,Credit Card,Pending,Laptop
50536,T50537,2025-02-30,C653,252,-957.51,Credit Card,Completed,Smartphone
50538,T50539,2023-13-01,C1663,5,400.15,Cash,Failed,Coffee Machine
50539,T50540,2025-02-30,C2669,4,-99.53,PayPal ,Completed,Tablet
50541,T50542,2023-13-01,C435,6,728.17,Credit Card,Pending,Headphones
50542,T50543,27-Dec-21,C272,-8,766.84,Cash,Completed,Headphones
50543,T50544,4-Jun-24,C090,7,795.94,PayPal,Completed,Tablet
50544,T50545,2025-02-30,C4404,-8,889.31,Cash,Completed,Coffee Machine
50545,T50546,2025-02-30,C4819,-6,929.87,Cash,Completed,Laptop
50546,T50547,2023-13-01,C724,1,-914.41,Credit Card,Completed,Tablet
50549,T50550,2025-02-30,C162,-3,415.38,PayPal,Failed,Tablet
50554,T50555,16-Dec-23,C328,854,265.51,Credit Card,Failed,Laptop
50556,T50557,2023-13-01,C724,2,-222.1,PayPal,Completed,Tablet
50567,T50568,19-Jul-24,C3256,-4,294.91,Credit Card,Failed,Headphones
50568,T50569,4-Jul-23,C1278,2,-302.4,PayPal ,Completed,Tablet
50569,T50570,2023-13-01,C4546,8,-408.1,PayPal,Completed,Headphones
50570,T50571,2025-02-30,C961,-8,-564.31,PayPal,Pending,Smartphone
50573,T50574,20-Feb-23,C4452,273,-532.19,Credit Card,Completed,Coffee Machine
50575,T50576,24-Feb-22,C4296,-10,-853.66,PayPal,Pending,H
50580,T50581,2023-13-01,C3839,761,-546.03,PayPal ,Pending,Headphones
50582,T50583,2025-02-30,C3254,-4,-463.95,Credit Card,Pending,Smartphone
50585,T50586,6-Jun-21,C1246,-1,733.43,PayPal ,Pending,Coffee Machine
50586,T50587,2023-13-01,C128,7,568.02,Cash,Pending,Laptop
50588,T50589,3-Apr-24,C290,-4,-560.96,PayPal,Pending,Headphones
50590,T50591,2025-02-30,C3953,-3,-433.63,PayPal,Pending,Headphones
50591,T50592,9-Sep-24,C4766,8,-222.15,Cash,Failed,Laptop
50593,T50594,2025-02-30,C2963,687,-461.65,PayPal ,Completed,Laptop
50594,T50595,14-Sep-21,C219,4,-72.08,Credit Card,Completed,Tablet
50598,T98191,2025-02-30,C2264,3,-113.58,PayPal,Failed,Table
50601,T50602,24-Dec-23,C4112,5,-455.11,Credit Card,Pending,Laptop
50602,T50603,2023-13-01,C4161,7,-445.64,Credit Card,Failed,Laptop
50603,T50604,2023-13-01,C4540,1,-360.97,Credit Card,Failed,Smartphone
50607,T50608,2025-02-30,C4597,-6,611.98,Credit Card,Completed,Coffee Machine
50609,T50610,2023-13-01,C3584,1,-952.1,Cash,Completed,Headphones
50610,T50611,2025-02-30,C1034,4,897.19,PayPal,Completed,Coffee Machine
50611,T50612,2023-13-01,C3935,977,-243.11,Credit Card,Completed,Smartphone
50612,T50613,2025-02-30,C4911,133,-900.34,Credit Card,Pending,Co
50615,T50616,2023-13-01,C1604,-1,931.65,Credit Card,Completed,Headphones
50617,T50618,2025-02-30,C1738,5,-797.16,Credit Card,Completed,Lap
50618,T50619,2025-02-30,C4165,4,259.98,Credit Card,Completed,Laptop
50621,T50622,2025-02-30,C4148,787,-919.55,Credit Card,Pending,Headphones
50622,T50623,21-Feb-21,C233,-1,571.31,PayPal ,Completed,Smartphone
50623,T50624,25-Jun-22,C2262,-10,-682.35,PayPal ,Pending,Coffee Machine
50624,T50625,2025-02-30,C1142,-2,781.02,Credit Card,Completed,Coffee Machine
50625,T50626,2025-02-30,C3382,4,-545.12,PayPal,Completed,Laptop
50627,T50628,2023-13-01,C633,-8,232.95,Credit Card,Completed,Tablet
50628,T50629,2023-13-01,C2696,3,-345.61,Credit Card,Completed,Smartphone
50631,T50632,12-Nov-24,C3699,-4,-780.97,Credit Card,Completed,Headphones
50632,T50633,19-Apr-20,C1867,8,165.63,PayPal,Pending,H
50633,T50634,2023-13-01,C1652,9,961.18,PayPal ,Pending,Headphones
50634,T50635,2025-02-30,C1157,-7,-691.15,PayPal ,Completed,Headphones
50635,T50636,2025-02-30,C4264,8,-676.43,Cash,Failed,Coffee Machine
50637,T50638,2025-02-30,C1882,10,-467.1,PayPal,Pending,Laptop
50638,T50639,24-Jul-22,C1149,-3,-609.65,PayPal,Completed,Coffee Machine
50640,T50641,27-Feb-20,C2369,612,-826.43,PayPal,Failed,Coffee Machine
50641,T50642,21-Apr-23,C2915,8,637.78,PayPal,Failed,Headphones
50642,T50643,2023-13-01,C1988,541,-184.45,PayPal ,Failed,Smartphone
50643,T50644,2025-02-30,C2448,-7,789.52,PayPal,Completed,Lap
50644,T50645,2025-02-30,C096,638,-968.9,PayPal,Failed,Tablet
50646,T50647,2025-02-30,C1077,145,-663.32,Credit Card,Pending,Smartphone
50648,T50649,2023-13-01,C4097,-5,903.27,PayPal,Completed,Laptop
50650,T50651,2025-02-30,C3672,-9,319.71,PayPal,Completed,Coffee Machine
50655,T50656,2023-13-01,C858,-7,-699.34,PayPal,Completed,Smartphone
50656,T50657,2025-02-30,C3793,437,-873.62,PayPal,Pending,Smartphone
50663,T50664,2025-02-30,C4434,394,486.73,PayPal,Failed,Tablet
50665,T50666,25-Dec-24,C2204,741,604.95,Credit Card,Pending,Smartphone
50666,T50667,15-Dec-21,C1803,-10,-220.13,Credit Card,Completed,Tablet
